Candidate,CAND_ID,District,Party,State,Emily Endorsed?,Partisan Lean,TTL_RECEIPTS,TRANS_FROM_AUTH,CAND_CONTRIB,TTL_INDIV_CONTRIB,OTHER_POL_CMTE_CONTRIB,Primary %,Biden Endorsed?,Warren Endorsed? ,Sanders Endorsed?,Our Revolution Endorsed?,Justice Dems Endorsed?,PCCC Endorsed?,Indivisible Endorsed?,WFP Endorsed?,VoteVets Endorsed?,No Labels Support?,Party Support?,Trump Endorsed?,Bannon Endorsed?,Great America Endorsed?,NRA Endorsed?,Right to Life Endorsed?,Susan B. Anthony Endorsed?,Club for Growth Endorsed?,Koch Support?,House Freedom Support?,Tea Party Endorsed?,Main Street Endorsed?,Chamber Endorsed?,Race Type,CAND_ICI,Num_Unique_Contributions
Jitendra Diganvker,H8IL08101,U.S. House Illinois District 8,R,IL,-1.0,-4.882424783636363,54519.77,0.0,0.0,54519.77,0.0,100.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Regular,C,26
Sargis Sangari,H8IL09190,U.S. House Illinois District 9,R,IL,-1.0,-4.882424783636363,32169.0,0.0,0.0,32139.0,0.0,10.15,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Regular,C,25
John Elleson,H8IL09224,U.S. House Illinois District 9,R,IL,-1.0,-4.882424783636363,74669.83,0.0,70529.17,3542.0,0.0,40.37,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Regular,C,1
Jeremy Wynes,H8IL10123,U.S. House Illinois District 10,R,IL,-1.0,-4.882424783636363,426593.26,0.0,2700.0,400190.6,12000.0,34.7,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Regular,C,256
Sapan Shah,H8IL10131,U.S. House Illinois District 10,R,IL,-1.0,-4.882424783636363,778590.45,0.0,243523.65,472128.0,11000.0,29.06,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Regular,C,279
David Bequette,H8IL12103,U.S. House Illinois District 12,D,IL,0.0,-13.26,14684.25,0.0,3.0,14681.0,0.0,19.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Regular,C,14
Brendan Kelly,H8IL12129,U.S. House Illinois District 12,D,IL,0.0,-13.26,3931101.31,323815.7,3515.97,2997757.67,594324.48,81.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Regular,C,722
Betsy Londrigan,H8IL13150,U.S. House Illinois District 13,D,IL,1.0,-6.73,4258543.71,529176.54,15272.72,3371794.99,332432.21,45.700001,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0,1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Regular,C,503
Erik Jones,H8IL13168,U.S. House Illinois District 13,D,IL,-1.0,-6.73,516102.36,0.0,4615.0,463086.07,13000.0,22.4,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Regular,C,482
Jonathan Ebel,H8IL13176,U.S. House Illinois District 13,D,IL,-1.0,-6.73,285338.87,0.0,3609.55,281435.06,0.0,13.3,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Regular,C,267
Victor Swanson,H8IL14141,U.S. House Illinois District 14,D,IL,-1.0,-7.96,80409.88,0.0,2267.1,78088.2,0.0,7.0,0.0,-1.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Regular,C,71
George Weber,H8IL14158,U.S. House Illinois District 14,D,IL,-1.0,-7.96,17255.0,0.0,0.0,2930.0,0.0,5.0,0.0,-1.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Regular,C,2
Matt Brolley,H8IL14166,U.S. House Illinois District 14,D,IL,-1.0,-7.96,165970.12,0.0,624.22,155966.22,3850.0,13.4,0.0,-1.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Regular,C,186
Lauren Underwood,H8IL14174,U.S. House Illinois District 14,D,IL,1.0,-7.96,4927141.64,403247.53,9389.86,3982595.83,460237.54,57.299999,0.0,1.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0,1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Regular,C,259
Carl Spoerer,H8IL15056,U.S. House Illinois District 15,D,IL,0.0,-44.630001,26195.74,0.0,0.0,8228.18,500.0,37.900002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Regular,C,4
Kevin Gaither,H8IL15072,U.S. House Illinois District 15,D,IL,0.0,-44.630001,53605.89,0.0,30.0,43647.64,8579.0,62.099998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Regular,C,7
Neill Mohammad,H8IL16096,U.S. House Illinois District 16,D,IL,0.0,-17.360001,213341.55,0.0,7221.2,196120.35,0.0,27.200001,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Regular,C,203
Sara Dady,H8IL16120,U.S. House Illinois District 16,D,IL,0.0,-17.360001,382450.38,0.0,2750.0,355808.31,18730.0,40.299999,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Regular,C,146
Amy Murri Briel,H8IL16146,U.S. House Illinois District 16,D,IL,0.0,-17.360001,17571.0,0.0,0.0,5816.0,0.0,19.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Regular,C,3
Beth Vercolio-Osmund,H8IL16161,U.S. House Illinois District 16,D,IL,0.0,-17.360001,13098.0,0.0,0.0,13098.0,0.0,13.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Regular,C,11
Brian Deters,H8IL18092,U.S. House Illinois District 18,D,IL,0.0,-28.83,20583.09,0.0,816.6,19566.49,200.0,39.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Regular,C,16
Roseann Ivanovich,H8IN01179,U.S. House Indiana District 1,R,IN,-1.0,-29.125333266666665,9910.32,0.0,9770.32,140.0,0.0,19.55,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Regular,C,1
Mel Hall,H8IN02169,U.S. House Indiana District 2,D,IN,0.0,-23.43,4123139.0,16005.67,22000.0,842176.71,139725.0,41.700001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Regular,C,307
Yatish Joshi,H8IN02185,U.S. House Indiana District 2,D,IN,0.0,-23.43,587183.73,0.0,0.0,16633.41,0.0,22.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Regular,C,16
Courtney Tritch,H8IN03076,U.S. House Indiana District 3,D,IN,0.0,-35.48,859851.8,0.0,1034.23,826333.95,19025.0,79.099998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Regular,C,396
Tobi Beck,H8IN04124,U.S. House Indiana District 4,D,IN,0.0,-34.110001000000004,120052.37,0.0,11237.42,97735.95,5000.0,34.599998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Regular,O,10
Diego Morales,H8IN04157,U.S. House Indiana District 4,R,IN,-1.0,-34.110001000000004,575737.99,0.0,0.0,561187.99,14550.0,14.97,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Regular,O,313
Steve Braun,H8IN04165,U.S. House Indiana District 4,R,IN,-1.0,-34.110001000000004,1241320.13,0.0,9353.39,362090.0,37850.0,29.45,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Regular,O,288
Jared Thomas,H8IN04181,U.S. House Indiana District 4,R,IN,-1.0,-34.110001000000004,46468.26,0.0,5134.67,31333.59,0.0,10.53,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Regular,O,45
Sean Dugdale,H8IN05147,U.S. House Indiana District 5,D,IN,0.0,-15.58,434.0,0.0,0.0,434.0,0.0,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Regular,C,1
Kyle Brenden Moore,H8IN05204,U.S. House Indiana District 5,D,IN,0.0,-15.58,6244.35,0.0,1050.0,5194.35,0.0,23.700001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Regular,C,7
Jeannine Lee Lake,H8IN06152,U.S. House Indiana District 6,D,IN,0.0,-38.529999,100644.9,0.0,898.27,89455.1,3415.29,38.299999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Regular,O,8
Jonathan Lamb,H8IN06079,U.S. House Indiana District 6,R,IN,-1.0,-38.529999,868142.41,0.0,0.0,46931.15,75.0,23.56,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0,0.0,0.0,-1.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Regular,O,45
Stephen MacKenzie,H8IN06103,U.S. House Indiana District 6,R,IN,-1.0,-38.529999,14861.53,0.0,0.0,5713.2,0.0,4.57,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0,0.0,0.0,-1.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Regular,O,8
Greg Pence,H8IN06129,U.S. House Indiana District 6,R,IN,-1.0,-38.529999,2793833.01,175053.86,0.0,2132096.62,468275.0,64.48,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Regular,O,823
Tony Van Pelt,H8IN07291,U.S. House Indiana District 7,R,IN,-1.0,-29.125333266666665,7145.65,0.0,100.0,7045.65,0.0,11.3,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Regular,C,2
William Tanoos,H8IN08141,U.S. House Indiana District 8,D,IN,0.0,-32.509997999999996,229896.74,0.0,4375.82,189945.92,27075.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Regular,C,78
Daniel Canon,H8IN09081,U.S. House Indiana District 9,D,IN,-1.0,-26.83,456072.32,0.0,6400.0,440412.03,2726.82,30.700001,0.0,-1.0,0.0,0.0,1.0,-1.0,0.0,-1.0,0.0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Regular,C,411
Liz Watson,H8IN09107,U.S. House Indiana District 9,D,IN,1.0,-26.83,2534627.98,0.0,2286.26,2197184.78,306990.92,66.400002,0.0,1.0,0.0,0.0,-1.0,1.0,0.0,1.0,0.0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Regular,C,610
Rob Chatlos,H8IN09115,U.S. House Indiana District 9,D,IN,-1.0,-26.83,3015.0,0.0,2000.0,1015.0,0.0,2.9000001,0.0,-1.0,0.0,0.0,-1.0,-1.0,0.0,-1.0,0.0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Regular,C,1
Paul Davis,H8KS02173,U.S. House Kansas District 2,D,KS,0.0,-19.73,3985402.56,418693.57,8355.6,2983326.41,550232.5,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Regular,O,1427
Vernon Fields,H8KS02132,U.S. House Kansas District 2,R,KS,-1.0,-19.73,29167.86,0.0,1085.0,2450.0,0.0,2.6,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,-1,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,Regular,O,3
Caryn Tyson,H8KS02157,U.S. House Kansas District 2,R,KS,-1.0,-19.73,629705.01,0.0,13503.7,228150.31,57575.0,23.2,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,1,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Regular,O,161
Kevin Jones,H8KS02181,U.S. House Kansas District 2,R,KS,-1.0,-19.73,135030.91,0.0,60100.0,74930.91,0.0,15.9,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,-1,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,Regular,O,66
Steve Watkins,H8KS02199,U.S. House Kansas District 2,R,KS,-1.0,-19.73,1257752.91,6135.08,852.37,504734.99,262075.0,26.2,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,1,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,Regular,O,129
Dennis Pyle,H8KS02249,U.S. House Kansas District 2,R,KS,-1.0,-19.73,149876.59,0.0,0.0,148876.03,1000.0,11.9,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,-1,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,Regular,O,87
Tom Niermann,H8KS03114,U.S. House Kansas District 3,D,KS,-1.0,-4.0100002,810073.47,0.0,0.0,803244.47,5000.0,14.3,0.0,0.0,-1.0,-1.0,-1.0,-1.0,1.0,0.0,0.0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Regular,C,705
Brent Welder,H8KS03122,U.S. House Kansas District 3,D,KS,-1.0,-4.0100002,996963.1,0.0,2032.26,868956.11,70122.66,33.900002,0.0,0.0,1.0,1.0,1.0,1.0,-1.0,0.0,0.0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Regular,C,657
Mike McCamon,H8KS03148,U.S. House Kansas District 3,D,KS,-1.0,-4.0100002,180148.55,0.0,1049.85,41075.97,0.0,6.900000099999999,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Regular,C,51
Sharice Davids,H8KS03155,U.S. House Kansas District 3,D,KS,1.0,-4.0100002,4860761.14,424862.78,0.0,3996428.93,431469.13,37.299999,0.0,0.0,-1.0,-1.0,-1.0,-1.0,1.0,0.0,0.0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Regular,C,569
Sylvia Williams,H8KS03163,U.S. House Kansas District 3,D,KS,-1.0,-4.0100002,317826.27,0.0,1132.32,58693.95,0.0,4.6999998,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Regular,C,50
Laura Lombard,H8KS04088,U.S. House Kansas District 4,D,KS,0.0,-29.309998999999998,112949.81,0.0,1325.0,102089.7,1250.0,34.700001,0.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Regular,C,76
James Thompson,H8KS04120,U.S. House Kansas District 4,D,KS,0.0,-29.309998999999998,1483689.67,0.0,0.0,1412976.22,65302.97,65.300003,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Regular,C,301
Paul Walker,H8KY01074,U.S. House Kentucky District 1,D,KY,0.0,-47.48,51853.84,2983.97,0.0,39719.87,6500.0,74.599998,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Regular,C,10
Hank Linderman,H8KY02080,U.S. House Kentucky District 2,D,KY,0.0,-39.509997999999996,183296.01,0.0,0.0,159224.06,13471.95,30.02,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Regular,C,50
Rane Eir Olivia Sessions,H8KY02098,U.S. House Kentucky District 2,D,KY,0.0,-39.509997999999996,5753.2,0.0,2098.2,3655.0,0.0,21.719998999999998,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Regular,C,3
Vickie Yates Glisson,H8KY03211,U.S. House Kentucky District 3,R,KY,-1.0,-34.788823352941165,750096.46,2359.84,7581.14,648805.48,79850.0,49.06,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Regular,C,283
Patti Piatt,H8KY04144,U.S. House Kentucky District 4,D,KY,0.0,-36.610001000000004,36119.61,0.0,14600.0,20319.61,1200.0,37.529999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Regular,C,22
Amy McGrath,H8KY06164,U.S. House Kentucky District 6,D,KY,0.0,-17.41,8619205.93,622708.68,3572.5,7596397.84,390961.11,48.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Regular,C,1815
Allison Galbraith,H8MD01177,U.S. House Maryland District 1,D,MD,0.0,-29.66,110517.66,0.0,102.0,110065.66,0.0,28.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,-1.0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Regular,C,73
Michael Pullen,H8MD01185,U.S. House Maryland District 1,D,MD,0.0,-29.66,193061.58,0.0,30001.47,106504.86,0.0,12.9,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Regular,C,118
Jesse Colvin,H8MD01193,U.S. House Maryland District 1,D,MD,0.0,-29.66,1876162.65,0.0,0.0,1786516.48,86555.05,38.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,1.0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Regular,C,569
Steve Worton,H8MD01201,U.S. House Maryland District 1,D,MD,0.0,-29.66,125887.04,0.0,542.04,3331.0,14.0,3.9000001,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,-1.0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Regular,C,1
Liz Matory,H8MD02118,U.S. House Maryland District 2,R,MD,-1.0,-5.917142857142859,39521.42,0.0,0.0,31905.0,1285.0,42.01,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Regular,C,10
Andrew Duck,H6MD06121,U.S. House Maryland District 6,D,MD,-1.0,11.89,57330.37,0.0,1888.51,15205.93,100.0,4.9000001,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0,-1.0,0.0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Regular,O,13
Aruna Miller,H8MD06143,U.S. House Maryland District 6,D,MD,1.0,11.89,1471241.06,0.0,1500.0,1407329.61,61046.99,30.700001,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0,-1.0,0.0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Regular,O,1132
Roger Manno,H8MD06150,U.S. House Maryland District 6,D,MD,-1.0,11.89,442709.56,0.0,12149.47,206196.48,152244.01,10.3,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Regular,O,197
Nadia Hashimi,H8MD06176,U.S. House Maryland District 6,D,MD,-1.0,11.89,574270.65,0.0,6610.0,342660.65,0.0,10.4,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0,-1.0,0.0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Regular,O,351
Christopher Hearsey,H8MD06218,U.S. House Maryland District 6,D,MD,-1.0,11.89,70058.05,0.0,0.0,32433.43,24.62,0.89999998,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0,-1.0,0.0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Regular,O,44
Chris Graves,H8MD06259,U.S. House Maryland District 6,D,MD,-1.0,11.89,121143.0,0.0,0.0,16143.0,0.0,1.6,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0,-1.0,0.0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Regular,O,15
Richmond Davis,H8MD07083,U.S. House Maryland District 7,R,MD,-1.0,-5.917142857142859,19278.86,0.0,0.0,16820.0,0.0,31.29,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Regular,C,14
Craig Olson,H8ME02177,U.S. House Maine District 2,D,ME,0.0,-8.130000099999998,119834.0,0.0,25.0,119809.0,0.0,8.8299999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Regular,C,123
Jared Golden,H8ME02185,U.S. House Maine District 2,D,ME,0.0,-8.130000099999998,5776194.81,254811.93,1000.0,5073758.46,409003.32,46.419998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Regular,C,701
Lucas St. Clair,H8ME02201,U.S. House Maine District 2,D,ME,0.0,-8.130000099999998,710128.97,0.0,75000.0,621835.37,13000.0,39.240002000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Regular,C,480
Cathy Albro,H8MI03079,U.S. House Michigan District 3,D,MI,0.0,-11.41,170947.85,0.0,13322.17,119671.91,10501.9,68.199997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Regular,C,35
